Dish Name,Region,Meal Type,Calories (kcal),Protein (g),Carbs (g),Fat (g),Food Type
Tilkut Khichdi Curry With Rice,Madhya Pradesh,Lunch,452,6.2,67.0,14.5,Veg
Mooli Style Palak Paneer Biryani (Veg),Punjab,Lunch,531,11.0,72.5,17.3,Veg
Chana Masala Sambar Thali,Maharashtra,Lunch,559,14.2,77.2,18.5,Veg
Ghugni Style Aloo Gobi Biryani (Veg),West Bengal,Lunch,475,12.6,67.8,12.9,Veg
Sundakkai Style Khichdi Biryani (Veg),Tamil Nadu,Lunch,659,17.5,92.6,15.2,Veg
Palak Paneer Roti Thali,West Bengal,Lunch,574,8.7,78.2,19.4,Veg
Tilkut Gutti Vankaya Curry With Rice,Madhya Pradesh,Lunch,553,11.9,66.7,16.5,Veg
Vegetable Pulao Pulav With Salad,Meghalaya,Lunch,514,15.7,69.8,13.2,Veg
Kadhi Chawal Pulav With Salad,Assam,Lunch,403,11.1,46.8,9.2,Veg
Bendakaya Rasam Rice Curry With Rice,Andhra Pradesh,Lunch,699,18.8,91.2,26.9,Veg
Bhinda Palak Paneer Curry With Rice,Gujarat,Lunch,489,10.8,68.6,12.3,Veg
Vellarikai Mixed Veg Curry Curry With Rice,Tamil Nadu,Lunch,470,11.3,71.4,11.3,Veg
Bhature Palak Paneer Curry With Rice,Himachal Pradesh,Lunch,590,15.3,94.1,22.7,Veg
Jharkhand Matar Paneer With Curd,Jharkhand,Lunch,497,8.7,65.3,14.1,Veg
Matar Paneer Roti Thali,Jharkhand,Lunch,700,8.6,97.5,24.8,Veg
Uttar Pradesh Chana Masala With Curd,Uttar Pradesh,Lunch,699,18.4,86.0,16.5,Veg
Assam Gutti Vankaya With Dal,Assam,Lunch,660,11.2,91.4,16.6,Veg
Chakhwi Style Baingan Bharta Biryani (Veg),Tripura,Lunch,642,9.8,85.1,24.1,Veg
Vegetable Pulao Raita Thali,Chhattisgarh,Lunch,520,11.5,66.5,19.3,Veg
Bore Mixed Veg Curry Curry With Rice,Chhattisgarh,Lunch,468,16.5,59.6,14.4,Veg
Rajasthan Sambar With Dal,Rajasthan,Lunch,572,12.0,77.7,16.6,Veg
Dohneiiong Vegetable Biryani Curry With Rice,Meghalaya,Lunch,491,12.2,61.8,11.5,Veg
Kand Bisi Bele Bath Curry With Rice,Uttarakhand,Lunch,440,17.0,69.9,10.5,Veg
Karnataka Baingan Bharta With Raita,Karnataka,Lunch,500,15.5,62.5,17.3,Veg
Rajma Curd Thali,Mizoram,Lunch,678,18.8,76.6,18.5,Veg
Baingan Bharta Pulav With Salad,Punjab,Lunch,406,12.6,56.1,14.2,Veg
Bhindi Masala Chapati Thali,Telangana,Lunch,507,12.6,70.1,17.9,Veg
Palak Paneer Pulav With Salad,Odisha,Lunch,591,7.9,92.3,16.1,Veg
Dal Tadka Pulav With Salad,Nagaland,Lunch,614,12.0,92.2,21.5,Veg
Lauki Style Sambar Biryani (Veg),Uttar Pradesh,Lunch,595,8.9,78.6,18.5,Veg
Gujarat Vegetable Biryani With Rasam,Gujarat,Lunch,555,7.3,65.3,17.4,Veg
Gutti Vankaya Pulav With Salad,Kerala,Lunch,435,18.8,57.3,11.2,Veg
Haryana Khichdi With Sambar,Haryana,Lunch,665,6.2,85.7,24.9,Veg
Bihar Mixed Veg Curry With Dal,Bihar,Lunch,644,16.4,85.0,24.0,Veg
Rasam Rice Poriyal Thali,Gujarat,Lunch,643,8.2,90.8,17.6,Veg
Khichdi Pulav With Salad,Gujarat,Lunch,473,12.2,72.7,15.3,Veg
Vellarikka Khichdi Curry With Rice,Rajasthan,Lunch,636,14.1,95.0,17.2,Veg
Aloo Ke Gutke Malai Kofta Curry With Rice,Uttarakhand,Lunch,489,11.8,59.4,15.9,Veg
Malai Kofta Pulav With Salad,Odisha,Lunch,448,11.5,71.6,11.7,Veg
Kulcha Mixed Veg Curry Curry With Rice,Delhi,Lunch,434,15.8,64.5,11.2,Veg
Xaak Style Matar Paneer Biryani (Veg),Assam,Lunch,453,13.1,68.6,13.2,Veg
Rajma Sambar Thali,Maharashtra,Lunch,413,7.0,60.8,14.3,Veg
Kadhi Chawal Pulav With Salad,Bihar,Lunch,405,9.5,59.9,9.9,Veg
Malai Kofta Pulav With Salad,Manipur,Lunch,680,15.2,100.8,20.1,Veg
Rajma Sambar Thali,Assam,Lunch,451,8.5,53.5,15.6,Veg
Maharashtra Bisi Bele Bath With Curd,Maharashtra,Lunch,583,8.5,86.4,21.6,Veg
Palak Paneer Pulav With Salad,Jammu and Kashmir,Lunch,452,11.5,57.8,10.4,Veg
Vegetable Pulao Pulav With Salad,Tamil Nadu,Lunch,522,8.8,59.1,11.8,Veg
Kadhi Chawal Raita Thali,Tamil Nadu,Lunch,485,16.1,55.6,14.9,Veg
Chhole Kadhi Chawal Curry With Rice,Punjab,Lunch,506,19.1,66.9,14.9,Veg
Rajasthan Palak Paneer With Pickle,Rajasthan,Lunch,407,11.6,52.2,11.7,Veg
Madhya Pradesh Chana Masala With Steamed Rice,Madhya Pradesh,Lunch,588,6.6,92.2,17.1,Veg
Gutti Vankaya Pulav With Salad,Mizoram,Lunch,691,8.4,110.9,22.3,Veg
Bhindi Masala Curd Thali,Sikkim,Lunch,562,19.7,82.0,13.1,Veg
Keerai Style Gutti Vankaya Biryani (Veg),Tamil Nadu,Lunch,519,13.0,76.7,11.6,Veg
Tamil Nadu Gutti Vankaya With Raita,Tamil Nadu,Lunch,619,16.6,88.8,14.4,Veg
Aloo Vegetable Biryani Curry With Rice,West Bengal,Lunch,504,15.0,62.7,17.3,Veg
Kadhi Chawal Pickle Thali,Madhya Pradesh,Lunch,420,13.3,67.8,13.9,Veg
Dal Tadka Pickle Thali,Haryana,Lunch,505,13.6,79.7,16.8,Veg
Keerai Style Chana Masala Biryani (Veg),Rajasthan,Lunch,493,12.2,55.6,18.1,Veg
Karnataka Palak Paneer With Raita,Karnataka,Lunch,446,8.4,62.4,15.8,Veg
Ringna Style Chana Masala Biryani (Veg),Gujarat,Lunch,639,10.4,94.9,16.8,Veg
Gutti Vankaya Salad Thali,Maharashtra,Lunch,629,19.5,77.1,23.0,Veg
Pitha Bisi Bele Bath Curry With Rice,Assam,Lunch,641,12.2,88.3,22.1,Veg
Rasam Rice Pulav With Salad,Mizoram,Lunch,618,18.0,93.0,23.2,Veg
Dal Makhani (Veg) Chapati Thali,Jharkhand,Lunch,531,11.3,67.9,14.3,Veg
Gutti Vankaya Pulav With Salad,Jammu and Kashmir,Lunch,640,8.7,101.3,14.3,Veg
Chole Khichdi Curry With Rice,Delhi,Lunch,602,19.6,79.0,18.3,Veg
Sikkim Sambar With Sambar,Sikkim,Lunch,597,19.0,72.0,20.9,Veg
Makki Style Baingan Bharta Biryani (Veg),Punjab,Lunch,588,15.8,85.3,22.1,Veg
Chana Masala Sambar Thali,Nagaland,Lunch,414,15.8,59.9,11.0,Veg
Bafla Rasam Rice Curry With Rice,Madhya Pradesh,Lunch,482,6.2,72.8,15.9,Veg
Sakkarai Pongal Rolls,Himachal Pradesh,Snack,128,18.3,15.5,3.8,Veg
Pani Puri (Veg) & Chutney (Bamboo),Tripura,Snack,230,10.3,30.6,8.5,Veg
Axone Murmura Laddu Fritters,Nagaland,Snack,278,17.2,42.6,7.4,Veg
Masala Peanuts Rolls,Gujarat,Snack,288,12.9,33.8,10.1,Veg
Chakli Rolls,Odisha,Snack,123,8.5,15.0,3.0,Veg
Pakora (Veg) & Chutney (Xaak),Assam,Snack,288,9.0,35.3,10.0,Veg
Meghalaya Dhokla Bite Chaat,Meghalaya,Snack,240,18.8,28.3,7.9,Veg
Bengalgram Pani Puri (Veg) Fritters,Karnataka,Snack,96,10.8,13.6,2.9,Veg
Eromba Dhokla Bite Fritters,Manipur,Snack,272,19.4,39.6,9.6,Veg
Kerala Samosa (Veg) Chaat,Kerala,Snack,176,14.4,28.5,6.1,Veg
Kajjikayalu Rolls,Himachal Pradesh,Snack,166,11.2,26.1,6.5,Veg
Makki Bhel Puri Cutlet,Punjab,Snack,94,19.7,14.7,3.4,Veg
Kajjikayalu Rolls,Tamil Nadu,Snack,111,18.2,14.0,3.8,Veg
Vellarikai Poha Chivda Cutlet,Tamil Nadu,Snack,91,19.6,13.6,3.1,Veg
Gathiya Rolls,Rajasthan,Snack,283,7.1,37.9,10.7,Veg
Bhature Kajjikayalu Fritters,Himachal Pradesh,Snack,129,16.0,20.1,4.8,Veg
Murmura Laddu & Chutney (Tungrymbai),Meghalaya,Snack,283,7.2,43.6,11.0,Veg
Delhi Kajjikayalu Chaat,Delhi,Snack,249,13.6,31.0,6.2,Veg
Eromba Chivda Fritters,Manipur,Snack,87,8.2,13.8,3.2,Veg
Mizoram Pani Puri (Veg) Chaat,Mizoram,Snack,251,7.7,29.9,7.8,Veg
Smoked Kajjikayalu Fritters,Nagaland,Snack,276,18.9,31.9,7.7,Veg
Chivda Rolls,Himachal Pradesh,Snack,137,9.6,17.4,3.3,Veg
Chivda & Chutney (Arbi),Uttar Pradesh,Snack,226,11.1,35.1,8.6,Veg
Bore Chivda Fritters,Chhattisgarh,Snack,217,8.7,28.6,6.4,Veg
Mizoram Sundal Chaat,Mizoram,Snack,231,9.1,30.6,7.2,Veg
Madhya Pradesh Sundal Chaat,Madhya Pradesh,Snack,254,12.4,36.2,6.3,Veg
Ootti Murmura Laddu Fritters,Manipur,Snack,208,19.9,24.7,8.1,Veg
Gathiya Rolls,Tripura,Snack,260,19.5,30.0,9.3,Veg
Telangana Murmura Laddu Chaat,Telangana,Snack,93,18.9,14.1,3.4,Veg
Zu Sakkarai Pongal Cutlet,Nagaland,Snack,180,10.7,26.4,7.0,Veg
Sakkarai Pongal Rolls,Mizoram,Snack,152,10.0,24.1,5.2,Veg
Modur Sakkarai Pongal Fritters,Jammu and Kashmir,Snack,286,6.8,45.5,7.8,Veg
Pakora (Veg) & Chutney (Sael),Sikkim,Snack,203,10.1,24.3,5.2,Veg
Smoked Bhel Puri Fritters,Nagaland,Snack,106,15.5,17.2,2.6,Veg
Odisha Poha Chivda Chaat,Odisha,Snack,201,8.5,23.1,7.8,Veg
Sundal & Chutney (Phagshapa),Sikkim,Snack,264,11.7,30.1,6.9,Veg
Pani Puri (Veg) & Chutney (Pitika),Assam,Snack,176,16.9,28.5,5.9,Veg
Dhokla Bite Rolls,Karnataka,Snack,247,12.2,27.9,6.0,Veg
Kajjikayalu & Chutney (Pappu),Andhra Pradesh,Snack,226,19.8,30.8,7.6,Veg
Dhokla Bite & Chutney (Pappu),Andhra Pradesh,Snack,245,15.8,31.2,6.0,Veg
Samosa (Veg) & Chutney (Arbi),Uttar Pradesh,Snack,85,11.5,13.0,3.0,Veg
Kaju Kajjikayalu Fritters,Goa,Snack,262,17.5,38.0,9.1,Veg
Bhinda Poha Chivda Fritters,Gujarat,Snack,126,6.1,17.0,3.5,Veg
Pakora (Veg) & Chutney (Kosha),Kerala,Snack,102,13.9,15.8,2.3,Veg
Gongura Chakli Cutlet,Andhra Pradesh,Snack,188,19.7,27.3,5.0,Veg
Keera Chakli Cutlet,Kerala,Snack,227,12.9,29.1,8.5,Veg
Gathiya & Chutney (Ghugni),West Bengal,Snack,105,15.3,12.0,2.4,Veg
Telangana Pani Puri (Veg) Chaat,Telangana,Snack,135,14.3,17.1,4.6,Veg
Samosa (Veg) & Chutney (Saga),Odisha,Snack,246,18.7,32.6,5.8,Veg
Poha Chivda Rolls,Punjab,Snack,98,14.8,12.3,3.2,Veg
Shyaphale Bhel Puri Cutlet,Sikkim,Snack,290,13.2,35.0,10.4,Veg
Dhokla Bite Rolls,Uttar Pradesh,Snack,143,7.1,17.0,3.4,Veg
Tsaman Sakkarai Pongal Fritters,Jammu and Kashmir,Snack,172,18.7,26.0,4.2,Veg
Tungrymbai Bhel Puri Cutlet,Meghalaya,Snack,136,11.3,16.0,5.1,Veg
Modak Chakli Cutlet,Maharashtra,Snack,104,13.4,15.3,3.8,Veg
Pani Puri (Veg) & Chutney (Haakh),Jammu and Kashmir,Snack,161,19.3,21.2,4.5,Veg
Poha Chivda & Chutney (Jitok),Nagaland,Snack,202,14.3,25.3,6.8,Veg
Tripura Pakora (Veg) Chaat,Tripura,Snack,268,9.7,42.5,8.8,Veg
West Bengal Chivda Chaat,West Bengal,Snack,197,8.6,31.9,7.0,Veg
Bhaji Pani Puri (Veg) Cutlet,Goa,Snack,288,9.2,41.6,6.8,Veg
Bajre Sakkarai Pongal Cutlet,Haryana,Snack,99,16.2,15.8,2.5,Veg
Keera Samosa (Veg) Cutlet,Kerala,Snack,188,15.5,29.9,4.6,Veg
Chakli & Chutney (Xaak),Assam,Snack,237,8.7,36.5,5.3,Veg
Chivda & Chutney (Saga),Odisha,Snack,249,19.3,38.3,9.2,Veg
Poha Chivda & Chutney (Koddel),Goa,Snack,123,15.4,19.3,3.8,Veg
Keerai Pakora (Veg) Fritters,Rajasthan,Snack,170,19.3,22.7,4.9,Veg
Aloo Samosa (Veg) Cutlet,West Bengal,Snack,154,10.2,19.6,4.0,Veg
Poha Chivda & Chutney (Bamboo),Nagaland,Snack,244,13.2,38.3,9.2,Veg
Gathiya Rolls,Uttarakhand,Snack,237,12.4,30.2,5.7,Veg
West Bengal Masala Peanuts Chaat,West Bengal,Snack,105,12.0,12.8,3.3,Veg
Pakora (Veg) Rolls,Uttarakhand,Snack,119,16.8,14.9,3.6,Veg
Panta Pani Puri (Veg) Cutlet,West Bengal,Snack,287,9.8,46.5,9.5,Veg
Madhya Pradesh Pakora (Veg) Chaat,Madhya Pradesh,Snack,81,11.0,12.6,2.1,Veg
Bhinda Pani Puri (Veg) Fritters,Gujarat,Snack,270,10.6,30.8,9.0,Veg
Xaak Poha Chivda Cutlet,Assam,Snack,220,12.9,32.2,5.4,Veg
Dhokla Bite Rolls,Mizoram,Snack,295,17.6,35.1,11.3,Veg
Meghalaya Vada Chaat,Meghalaya,Snack,83,16.7,10.3,2.8,Veg
Sakkarai Pongal & Chutney (Baingan),Uttar Pradesh,Snack,154,10.0,18.0,4.5,Veg
Pakora (Veg) & Chutney (Malpua),Jharkhand,Snack,276,7.6,34.7,9.4,Veg
Murmura Laddu Rolls,Manipur,Snack,280,17.3,41.3,8.6,Veg
Bhel Puri & Chutney (Vangi),Maharashtra,Snack,113,11.6,14.3,2.9,Veg
Soppu Sakkarai Pongal Fritters,Telangana,Snack,93,11.3,12.9,3.2,Veg
Keerai Bhel Puri Cutlet,Rajasthan,Snack,210,12.0,24.2,5.1,Veg
Tinda Bhel Puri Cutlet,Uttar Pradesh,Snack,105,12.0,13.1,3.2,Veg
Baingan Pani Puri (Veg) Fritters,Uttar Pradesh,Snack,254,13.7,39.5,7.0,Veg
Jitok Dhokla Bite Cutlet,Nagaland,Snack,175,9.3,22.1,5.6,Veg
Soppu Masala Peanuts Fritters,Karnataka,Snack,234,7.7,33.2,8.8,Veg
Sikkim Murmura Laddu Chaat,Sikkim,Snack,105,7.0,14.7,2.9,Veg
Nagaland Kajjikayalu Chaat,Nagaland,Snack,91,7.8,12.1,3.1,Veg
Masala Peanuts & Chutney (Aloo Ke Gutke),Uttarakhand,Snack,241,16.0,38.1,5.6,Veg
Chakli & Chutney (Pakhala),Odisha,Snack,150,15.8,17.8,3.4,Veg
Chhattisgarh Vada Chaat,Chhattisgarh,Snack,216,18.2,34.8,5.4,Veg
Chakli Rolls,Mizoram,Snack,182,14.5,22.4,4.1,Veg
Bhel Puri & Chutney (Fara),Chhattisgarh,Snack,196,13.1,29.1,5.2,Veg
Parathas Bhel Puri Cutlet,Delhi,Snack,123,9.1,17.1,3.3,Veg
Sael Pakora (Veg) Cutlet,Sikkim,Snack,244,19.7,39.5,6.3,Veg
Mirapakaya Vada Cutlet,Andhra Pradesh,Snack,101,19.2,15.8,2.7,Veg
Sakkarai Pongal & Chutney (Gongura),Telangana,Snack,240,17.4,36.9,6.2,Veg
Sarson Pakora (Veg) Cutlet,Punjab,Snack,279,19.1,39.5,9.6,Veg
Bamboo Sakkarai Pongal Cutlet,Tripura,Snack,289,12.2,37.2,7.4,Veg
Dhokla Bite Rolls,Sikkim,Snack,266,16.2,34.8,9.9,Veg
Karnataka Kajjikayalu Chaat,Karnataka,Snack,128,14.0,20.4,3.2,Veg
Sarson Vada Cutlet,Haryana,Snack,255,14.5,29.6,6.0,Veg
Kajjikayalu Rolls,Rajasthan,Snack,115,16.2,17.6,3.7,Veg
Sattu Sakkarai Pongal Fritters,Bihar,Snack,91,7.9,13.7,2.4,Veg
Momos Gathiya Fritters,Sikkim,Snack,218,16.3,28.2,7.4,Veg
Pakora (Veg) Rolls,Gujarat,Snack,158,10.6,19.0,3.7,Veg
Pani Puri (Veg) & Chutney (Mui),Tripura,Snack,106,13.6,12.5,3.9,Veg
Dalma Pakora (Veg) Fritters,Odisha,Snack,189,11.4,24.6,5.1,Veg
Masala Peanuts Rolls,Himachal Pradesh,Snack,108,9.1,17.3,2.9,Veg
Ragi Gathiya Cutlet,Karnataka,Snack,91,14.5,11.0,2.8,Veg
Pakora (Veg) Rolls,Jharkhand,Snack,157,14.7,19.9,5.8,Veg
Masala Peanuts Rolls,Punjab,Snack,284,7.1,32.0,10.7,Veg
Telangana Dhokla Bite Chaat,Telangana,Snack,194,16.1,29.4,5.9,Veg
Samosa (Veg) & Chutney (Bengalgram),Karnataka,Snack,117,7.3,19.0,3.0,Veg
Ghugni Sundal Cutlet,Bihar,Snack,257,19.6,36.6,8.4,Veg
Vellarikka Sakkarai Pongal Fritters,Rajasthan,Snack,214,14.1,31.5,7.4,Veg
Tripura Samosa (Veg) Chaat,Tripura,Snack,297,6.2,41.7,11.3,Veg
Chha Gosht (Veg Style) Samosa (Veg) Fritters,Himachal Pradesh,Snack,155,12.4,23.9,4.9,Veg
Bimmas Sakkarai Pongal Fritters,Telangana,Snack,259,7.5,36.7,7.8,Veg
Jharkhand Murmura Laddu Chaat,Jharkhand,Snack,116,7.1,13.5,3.7,Veg
Punjab Sakkarai Pongal Chaat,Punjab,Snack,115,16.5,17.0,3.1,Veg
Chana Chivda Cutlet,Odisha,Snack,257,6.2,30.3,6.0,Veg
Vada & Chutney (Sael),Sikkim,Snack,82,11.5,11.0,3.1,Veg
Tilkut Chakli Cutlet,Madhya Pradesh,Snack,261,9.2,41.5,7.0,Veg
Chakli Rolls,Karnataka,Snack,182,14.7,22.5,4.6,Veg
Chakli & Chutney (Axone),Nagaland,Snack,202,10.4,29.2,7.3,Veg
Patal Vada Cutlet,Maharashtra,Snack,107,7.5,14.0,3.8,Veg
Uttar Pradesh Vada Chaat,Uttar Pradesh,Snack,107,6.9,15.2,3.7,Veg
Bhel Puri & Chutney (Sarson),Haryana,Snack,141,9.8,22.7,4.5,Veg
Dhokla Bite Rolls,Chhattisgarh,Snack,103,19.2,11.6,2.9,Veg
Sakkarai Pongal & Chutney (Sarson),Haryana,Snack,265,11.0,31.5,8.9,Veg
Kebabs (Veg) Vada Cutlet,Delhi,Snack,198,7.1,28.5,7.5,Veg
Rajasthan Masala Peanuts Chaat,Rajasthan,Snack,276,16.1,44.8,8.4,Veg
Gathiya & Chutney (Smoked),Nagaland,Snack,166,10.1,23.8,6.3,Veg
Masala Peanuts Rolls,Kerala,Snack,235,7.0,28.2,7.7,Veg
Pitika Samosa (Veg) Fritters,Assam,Snack,220,18.1,33.5,8.2,Veg
Samosa (Veg) Rolls,Assam,Snack,121,7.0,17.1,3.4,Veg
Pakora (Veg) Rolls,Karnataka,Snack,275,18.3,39.9,6.8,Veg
Gathiya Rolls,Andhra Pradesh,Snack,182,11.7,26.1,6.1,Veg
Sundal & Chutney (Tilkut),Madhya Pradesh,Snack,101,15.6,13.9,2.7,Veg
Kand Poha Chivda Fritters,Uttarakhand,Snack,269,17.1,39.7,8.5,Veg
Gongura Murmura Laddu Fritters,Telangana,Snack,225,11.6,26.1,6.5,Veg
Dalpithi Poha Chivda Fritters,Madhya Pradesh,Snack,244,13.5,37.4,5.9,Veg
Patal Chivda Fritters,Maharashtra,Snack,131,11.6,15.2,3.7,Veg
Jharkhand Kajjikayalu Chaat,Jharkhand,Snack,196,6.5,23.6,5.9,Veg
Odisha Kajjikayalu Chaat,Odisha,Snack,274,15.6,34.5,9.0,Veg
Avarekai Pakora (Veg) Fritters,Karnataka,Snack,156,18.2,21.1,4.6,Veg
Bhinda Poha Chivda Cutlet,Gujarat,Snack,189,10.8,28.4,4.7,Veg
Sakkarai Pongal Rolls,West Bengal,Snack,280,8.2,41.3,7.9,Veg
Baingan Poha Chivda Cutlet,Uttar Pradesh,Snack,117,13.0,15.0,4.1,Veg
Ootti Sakkarai Pongal Cutlet,Manipur,Snack,195,19.2,30.3,6.4,Veg
Litti Bhel Puri Cutlet,Bihar,Snack,227,19.4,29.7,6.4,Veg
Chaulai Masala Peanuts Cutlet,Haryana,Snack,207,15.1,28.0,6.0,Veg
Murmura Laddu & Chutney (Panta),West Bengal,Snack,109,19.0,14.8,3.1,Veg
Jammu And Kashmir Gathiya Chaat,Jammu and Kashmir,Snack,152,17.8,22.3,4.5,Veg
Chivda & Chutney (Bajre),Haryana,Snack,102,15.1,14.6,3.0,Veg
Chivda & Chutney (Maskaa),Assam,Snack,193,13.0,29.5,6.4,Veg
Delhi Sakkarai Pongal Chaat,Delhi,Snack,221,11.3,27.0,6.6,Veg
Sundal Rolls,Andhra Pradesh,Snack,280,16.4,31.6,8.0,Veg
Keerai Chakli Cutlet,Rajasthan,Snack,158,17.7,24.1,4.6,Veg
Vada Rolls,Rajasthan,Snack,119,17.1,18.4,3.7,Veg
Smoked Gathiya Cutlet,Nagaland,Snack,190,9.4,30.6,4.8,Veg
Shyaphale Sakkarai Pongal Fritters,Sikkim,Snack,242,11.5,36.0,7.0,Veg
Uttar Pradesh Chakli Chaat,Uttar Pradesh,Snack,261,17.2,35.9,8.5,Veg
Khlem Sakkarai Pongal Cutlet,Meghalaya,Snack,132,7.3,15.0,3.0,Veg
Mizoram Gathiya Chaat,Mizoram,Snack,219,18.9,25.5,6.3,Veg
Nagaland Chivda Chaat,Nagaland,Snack,279,11.0,34.7,10.4,Veg
Soppu Poha Chivda Fritters,Telangana,Snack,197,19.0,23.4,4.8,Veg
Punjab Masala Peanuts Chaat,Punjab,Snack,296,11.1,45.7,8.5,Veg
Pitha Dhokla Bite Fritters,Assam,Snack,240,7.1,35.2,6.8,Veg
Poha Chivda Rolls,Uttar Pradesh,Snack,82,18.7,11.9,2.7,Veg
Parathas Vada Fritters,Delhi,Snack,237,14.4,26.7,7.3,Veg
Mooli Masala Peanuts Fritters,Punjab,Snack,217,6.3,30.0,5.4,Veg
Kebabs (Veg) Sundal Fritters,Delhi,Snack,115,9.1,17.1,4.4,Veg
Pani Puri (Veg) Rolls,Punjab,Snack,261,13.7,33.2,9.0,Veg
Sakkarai Pongal & Chutney (Pitha),Assam,Snack,124,8.8,19.2,4.2,Veg
Samosa (Veg) & Chutney (Karela),Bihar,Snack,283,8.9,42.1,8.3,Veg
Sakkarai Pongal & Chutney (Dalpithi),Madhya Pradesh,Snack,107,14.5,14.3,3.4,Veg
Panta Masala Peanuts Fritters,West Bengal,Snack,210,9.5,27.9,6.8,Veg
Poha Chivda & Chutney (Aloo Ke Gutke),Uttarakhand,Snack,109,8.5,14.0,3.9,Veg
Aloo Bhel Puri Fritters,West Bengal,Snack,175,8.0,22.4,3.9,Veg
Mosdeng Vada Cutlet,Tripura,Snack,283,10.5,35.1,6.6,Veg
Haryana Gathiya Chaat,Haryana,Snack,223,9.9,31.9,8.2,Veg
Kulcha Poha Chivda Fritters,Delhi,Snack,254,16.6,32.6,7.0,Veg
Vada Rolls,Gujarat,Snack,187,7.7,25.3,6.0,Veg
Chhattisgarh Sakkarai Pongal Chaat,Chhattisgarh,Snack,84,15.0,13.0,3.2,Veg
Madra Kajjikayalu Cutlet,Himachal Pradesh,Snack,216,18.9,24.7,7.1,Veg
Bengalgram Kajjikayalu Fritters,Karnataka,Snack,150,10.4,19.5,3.5,Veg
Sundal Rolls,Mizoram,Snack,156,15.8,21.1,5.7,Veg
Khatta Samosa (Veg) Cutlet,Himachal Pradesh,Snack,137,6.7,15.5,3.3,Veg
Murmura Laddu Rolls,Uttar Pradesh,Snack,128,16.1,19.6,4.6,Veg
Tsaman Vada Fritters,Jammu and Kashmir,Snack,108,6.7,13.8,2.9,Veg
Dhokla Bite & Chutney (Bimmas),Telangana,Snack,251,7.7,34.9,8.0,Veg
Singju Kajjikayalu Cutlet,Manipur,Snack,203,9.2,25.5,5.5,Veg
Sundal & Chutney (Soppu),Karnataka,Snack,268,18.0,39.5,6.3,Veg
Assam Vada Chaat,Assam,Snack,199,17.5,24.3,4.8,Veg
Murmura Laddu & Chutney (Khandvi),Gujarat,Snack,274,19.2,40.5,9.1,Veg
Kebabs (Veg) Chakli Fritters,Delhi,Snack,178,19.7,27.7,5.5,Veg
Mizoram Sakkarai Pongal Chaat,Mizoram,Snack,122,15.6,19.5,3.9,Veg
Pakora (Veg) Rolls,Andhra Pradesh,Snack,141,6.2,19.1,3.8,Veg
Poha Chivda & Chutney (Pitha),Assam,Snack,110,19.0,12.8,3.2,Veg
Sakkarai Pongal & Chutney (Bimmas),Telangana,Snack,93,12.2,12.2,2.1,Veg
Chivda Rolls,Bihar,Snack,183,8.5,23.1,5.9,Veg
Koddel Sakkarai Pongal Fritters,Goa,Snack,108,9.1,12.4,2.5,Veg
Chhole Bhel Puri Fritters,Punjab,Snack,137,18.4,20.2,4.0,Veg
Bihar Samosa (Veg) Chaat,Bihar,Snack,123,17.0,16.0,3.3,Veg
Dhuska Pani Puri (Veg) Fritters,Jharkhand,Snack,259,14.7,38.7,9.4,Veg
Tripura Bhel Puri Chaat,Tripura,Snack,122,8.6,19.2,3.0,Veg
Poha Chivda Rolls,Tamil Nadu,Snack,125,19.6,19.6,3.1,Veg
Chhinam Murmura Laddu Fritters,Mizoram,Snack,229,6.0,35.8,6.9,Veg
Keera Murmura Laddu Fritters,Kerala,Snack,293,9.2,40.3,10.2,Veg
Vawksa Samosa (Veg) Fritters,Mizoram,Snack,165,12.3,24.6,6.4,Veg
Dhokla Bite & Chutney (Bhaji),Goa,Snack,255,13.3,36.8,6.3,Veg
Odisha Murmura Laddu Chaat,Odisha,Snack,87,9.4,13.0,3.3,Veg
Masala Peanuts Rolls,Uttarakhand,Snack,253,10.9,32.7,8.1,Veg
Punjab Pani Puri (Veg) Chaat,Punjab,Snack,259,10.8,37.1,7.6,Veg
Dalpithi Gathiya Cutlet,Madhya Pradesh,Snack,207,19.0,24.8,6.9,Veg
Pani Puri (Veg) & Chutney (Kaju),Goa,Snack,157,12.8,18.2,4.3,Veg
Madhya Pradesh Vada Chaat,Madhya Pradesh,Snack,93,12.8,10.5,2.6,Veg
Bajra Vada Fritters,Punjab,Snack,152,17.0,20.9,5.8,Veg
Tsaman Pakora (Veg) Fritters,Jammu and Kashmir,Snack,130,12.0,20.6,3.5,Veg
Kosha Kajjikayalu Cutlet,Kerala,Snack,243,11.4,32.2,9.1,Veg
Kand Pani Puri (Veg) Cutlet,Uttarakhand,Snack,224,12.1,35.0,8.0,Veg
Telangana Poha Chivda Chaat,Telangana,Snack,221,8.8,28.2,6.0,Veg
Poha Chivda Rolls,Himachal Pradesh,Snack,280,18.3,37.6,6.9,Veg
Tilkut Chivda Cutlet,Madhya Pradesh,Snack,171,12.6,22.9,5.0,Veg
Kadala Kajjikayalu Fritters,Odisha,Snack,102,16.6,14.6,2.8,Veg
Gathiya & Chutney (Keerai),Rajasthan,Snack,219,18.6,34.2,5.1,Veg
Kakka Samosa (Veg) Fritters,Kerala,Snack,165,14.3,25.3,5.2,Veg
Mui Sundal Fritters,Tripura,Snack,252,13.2,37.4,8.5,Veg
