Dish Name,Region,Meal Type,Calories (kcal),Protein (g),Carbs (g),Fat (g),Food Type
Mutton Curry Roti Thali,Uttar Pradesh,Lunch,769,25.2,91.5,27.5,Both
Maharashtra Roasted Fish With Rice With Pickle,Maharashtra,Lunch,730,29.9,117.5,16.5,Both
Soppu Kadhi Chawal Curry With Rice,Rajasthan,Lunch,741,24.3,113.1,28.4,Both
Saga Dal Makhani (Veg) Curry With Rice,Odisha,Lunch,617,33.7,83.2,24.0,Both
Mui Style Prawn Masala Biryani (Veg),Tripura,Lunch,584,15.9,71.1,22.4,Both
Sarson Vegetable Pulao Curry With Rice,Punjab,Lunch,790,16.8,108.0,30.6,Both
Sambar Chutney Thali,Tamil Nadu,Lunch,651,25.4,99.2,21.0,Both
Fish Curry Sambar Thali,Jharkhand,Lunch,564,31.9,87.8,13.3,Both
Kulcha Vegetable Pulao Curry With Rice,Delhi,Lunch,772,20.9,108.9,28.0,Both
Pumaloi Chicken Biryani Curry With Rice,Meghalaya,Lunch,715,14.9,115.3,16.1,Both
Uttarakhand Aloo Gobi With Salad,Uttarakhand,Lunch,661,14.9,86.2,21.6,Both
Khichdi Chapati Thali,Bihar,Lunch,675,17.5,88.1,15.2,Both
Kand Style Dal Makhani (Veg) Biryani (Veg),Uttarakhand,Lunch,652,19.5,83.7,19.1,Both
Ragi Style Palak Paneer Biryani (Veg),Karnataka,Lunch,758,16.9,88.3,29.3,Both
Andhra Pradesh Mixed Veg Curry With Pickle,Andhra Pradesh,Lunch,798,25.8,92.2,26.7,Both
Ghugni Sambar Curry With Rice,West Bengal,Lunch,573,10.9,91.4,16.9,Both
Punjab Roasted Fish With Rice With Salad,Punjab,Lunch,773,19.7,97.6,29.4,Both
Mutton Biryani Pulav With Salad,Assam,Lunch,770,9.1,123.7,20.0,Both
Mixed Veg Curry Rasam Thali,Punjab,Lunch,655,20.7,79.0,17.9,Both
Sambar Rice Pulav With Salad,Bihar,Lunch,592,18.3,79.0,16.8,Both
Sael Style Khichdi Biryani (Veg),Sikkim,Lunch,607,10.3,88.4,15.8,Both
Goa Chicken Chettinad With Roti,Goa,Lunch,677,25.1,85.4,23.5,Both
Rajma Pulav With Salad,Manipur,Lunch,849,23.6,127.3,23.5,Both
Bore Bisi Bele Bath Curry With Rice,Chhattisgarh,Lunch,606,8.5,68.3,20.1,Both
Baingan Style Kadhi Chawal Biryani (Veg),Bihar,Lunch,746,12.2,111.9,23.5,Both
Makki Style Chicken Biryani Biryani (Veg),Punjab,Lunch,779,33.9,116.9,23.5,Both
Chicken Curry Pulav With Salad,Manipur,Lunch,742,20.7,91.1,23.1,Both
Arbi Chana Masala Curry With Rice,Uttar Pradesh,Lunch,738,10.7,102.9,17.9,Both
Soppu Style Mutton Biryani Biryani (Veg),Telangana,Lunch,676,19.8,91.5,19.8,Both
Bihar Egg Curry With Chutney,Bihar,Lunch,511,24.2,80.3,12.7,Both
Rajma Rasam Thali,Punjab,Lunch,782,24.5,92.4,23.1,Both
Chhattisgarh Vegetable Biryani With Roti,Chhattisgarh,Lunch,665,28.3,89.7,21.2,Both
Keerai Chicken Curry Curry With Rice,Tamil Nadu,Lunch,825,24.0,120.5,31.8,Both
Bora Vegetable Pulao Curry With Rice,Assam,Lunch,694,34.1,109.9,26.9,Both
Makki Vegetable Pulao Curry With Rice,Punjab,Lunch,519,34.2,84.2,18.0,Both
Bora Bisi Bele Bath Curry With Rice,Tripura,Lunch,766,15.6,110.7,27.0,Both
Bora Style Gutti Vankaya Biryani (Veg),Tripura,Lunch,517,18.0,83.8,13.4,Both
Chhole Roasted Fish With Rice Curry With Rice,Punjab,Lunch,622,27.8,92.0,20.6,Both
Fish Pulav Pulav With Salad,Bihar,Lunch,803,15.3,97.7,27.3,Both
Kela Style Dal Tadka Biryani (Veg),Uttar Pradesh,Lunch,801,20.1,109.0,27.6,Both
Khichdi Poriyal Thali,Telangana,Lunch,617,26.2,96.6,18.8,Both
Bora Style Dal Makhani (Veg) Biryani (Veg),Tripura,Lunch,780,34.5,119.6,17.6,Both
Roasted Fish With Rice Pulav With Salad,Odisha,Lunch,775,13.1,105.2,26.0,Both
Sarson Style Rajma Biryani (Veg),Haryana,Lunch,596,13.3,77.8,13.8,Both
Gutti Vankaya Pulav With Salad,Assam,Lunch,564,20.9,88.0,16.9,Both
Rajma Papad Thali,Goa,Lunch,665,34.8,93.6,15.5,Both
Bhindi Masala Rasam Thali,Andhra Pradesh,Lunch,461,31.1,67.7,16.4,Both
Gutti Vankaya Sambar Thali,Uttar Pradesh,Lunch,648,24.4,84.2,21.0,Both
Vegetable Pulao Pulav With Salad,Goa,Lunch,556,9.4,81.2,12.6,Both
Palak Paneer Chapati Thali,Karnataka,Lunch,459,11.8,73.4,13.9,Both
Mixed Veg Curry Pulav With Salad,Rajasthan,Lunch,838,29.1,120.4,20.0,Both
Bisi Bele Bath Pulav With Salad,Tamil Nadu,Lunch,762,24.6,90.2,25.8,Both
Chila Mutton Biryani Curry With Rice,Chhattisgarh,Lunch,576,9.8,67.9,14.3,Both
Madhya Pradesh Gutti Vankaya With Poriyal,Madhya Pradesh,Lunch,752,17.4,121.3,24.9,Both
Chicken Biryani Rasam Thali,Tamil Nadu,Lunch,480,34.8,68.5,13.7,Both
Fish Curry Pulav With Salad,Odisha,Lunch,561,23.5,89.1,20.2,Both
Fish Curry Pickle Thali,Jammu and Kashmir,Lunch,831,31.9,105.4,20.7,Both
Aloo Gobi Pulav With Salad,Goa,Lunch,695,14.5,100.0,22.7,Both
Vegetable Pulao Chapati Thali,Uttar Pradesh,Lunch,679,20.8,81.0,24.1,Both
Sambar Poriyal Thali,Madhya Pradesh,Lunch,633,9.3,97.8,17.8,Both
Matar Paneer Pulav With Salad,Maharashtra,Lunch,592,31.3,86.0,16.2,Both
Sawhchiar Style Mutton Curry Biryani (Veg),Mizoram,Lunch,523,18.7,73.4,15.6,Both
Mosdeng Style Vegetable Biryani Biryani (Veg),Tripura,Lunch,790,22.2,121.7,28.9,Both
Chicken Biryani Poriyal Thali,Karnataka,Lunch,534,21.7,72.9,16.3,Both
Haakh Style Bhindi Masala Biryani (Veg),Jammu and Kashmir,Lunch,459,20.0,67.8,16.8,Both
Gutti Vankaya Pulav With Salad,Maharashtra,Lunch,610,12.9,91.5,14.6,Both
Vegetable Biryani Steamed Rice Thali,Uttar Pradesh,Lunch,475,11.8,60.2,12.6,Both
Vada Rolls,Tripura,Snack,154,24.1,23.5,4.1,Both
Kajjikayalu Rolls,Tripura,Snack,213,19.8,33.8,5.8,Both
Baingan Kajjikayalu Cutlet,Bihar,Snack,269,13.7,33.1,6.3,Both
Avarekai Vada Fritters,Karnataka,Snack,214,18.7,33.1,8.2,Both
Kajjikayalu Rolls,Karnataka,Snack,305,26.8,35.3,10.2,Both
Chakli & Chutney (Bafla),Madhya Pradesh,Snack,212,19.2,24.1,6.5,Both
Rajasthan Vada Chaat,Rajasthan,Snack,337,34.3,41.5,8.7,Both
Chicken 65 Rolls,Punjab,Snack,145,25.8,23.2,4.6,Both
Kadala Sundal Fritters,Odisha,Snack,341,12.3,50.7,12.7,Both
Vada Rolls,Tamil Nadu,Snack,217,17.0,33.6,7.0,Both
Madra Dhokla Bite Fritters,Himachal Pradesh,Snack,338,10.3,54.1,8.9,Both
Kahwa Samosa (Veg) Cutlet,Jammu and Kashmir,Snack,332,23.0,51.5,12.9,Both
Chakko Gathiya Cutlet,Kerala,Snack,311,14.5,36.1,7.5,Both
Chicken 65 Rolls,Uttar Pradesh,Snack,223,24.2,27.2,8.3,Both
Chakli Rolls,Delhi,Snack,226,9.3,29.1,8.5,Both
Poha Chivda Rolls,Punjab,Snack,209,8.2,26.4,5.3,Both
Ghugni Chakli Fritters,Bihar,Snack,289,28.1,39.7,10.1,Both
Vawksa Chicken Tikka Roll Cutlet,Mizoram,Snack,252,12.3,38.1,6.1,Both
Gathiya & Chutney (Mirapakaya),Andhra Pradesh,Snack,217,9.5,34.9,4.9,Both
Mutton Samosa Rolls,Karnataka,Snack,130,23.0,17.2,4.5,Both
Baingan Poha Chivda Fritters,Bihar,Snack,194,10.5,24.7,7.5,Both
Pani Puri (Veg) & Chutney (Smoked),Nagaland,Snack,311,18.9,47.3,7.0,Both
Haakh Samosa (Veg) Cutlet,Jammu and Kashmir,Snack,329,11.3,44.2,10.1,Both
Sundal Rolls,Odisha,Snack,233,9.2,27.9,5.4,Both
Mutton Samosa & Chutney (Axone),Nagaland,Snack,343,32.5,38.7,13.2,Both
Kang Egg Pakora Fritters,Manipur,Snack,131,19.6,15.2,3.5,Both
Chivda & Chutney (Chana),Odisha,Snack,177,24.1,25.7,5.3,Both
Saga Bhel Puri Fritters,Odisha,Snack,341,20.4,39.8,7.8,Both
Chicken Tikka Roll Rolls,Meghalaya,Snack,332,31.5,43.1,12.7,Both
Mui Egg Pakora Fritters,Tripura,Snack,261,14.8,36.0,10.0,Both
Masala Peanuts Rolls,West Bengal,Snack,229,32.9,31.3,5.3,Both
Odisha Chicken Tikka Roll Chaat,Odisha,Snack,160,29.6,19.4,5.6,Both
Kheera Mutton Samosa Fritters,Haryana,Snack,282,24.0,33.9,8.0,Both
Tilkut Sundal Cutlet,Madhya Pradesh,Snack,176,13.3,28.2,5.3,Both
Samosa (Veg) & Chutney (Chhole),Punjab,Snack,295,28.8,38.3,9.4,Both
Gathiya Rolls,Punjab,Snack,336,22.4,52.3,7.6,Both
Maharashtra Keema Samosa Chaat,Maharashtra,Snack,324,11.5,45.1,9.4,Both
Vada & Chutney (Jitok),Nagaland,Snack,211,21.3,30.7,7.5,Both
Delhi Dhokla Bite Chaat,Delhi,Snack,221,27.4,29.9,5.7,Both
Poha Chivda & Chutney (Cholar),West Bengal,Snack,201,11.3,27.0,5.7,Both
Murmura Laddu Rolls,Karnataka,Snack,344,29.7,44.7,12.6,Both
Sakkarai Pongal Rolls,Himachal Pradesh,Snack,182,34.5,23.9,5.5,Both
Khatta Pani Puri (Veg) Fritters,Himachal Pradesh,Snack,203,31.6,26.5,7.2,Both
Vada Rolls,Himachal Pradesh,Snack,276,19.9,42.1,8.3,Both
Prawn Sukka & Chutney (Muthiya),Gujarat,Snack,171,25.2,21.7,4.1,Both
Vellari Samosa (Veg) Fritters,Kerala,Snack,258,15.9,32.7,9.9,Both
Rajasthan Mutton Samosa Chaat,Rajasthan,Snack,190,19.6,23.5,6.8,Both
Prawn Sukka Rolls,Punjab,Snack,275,26.8,44.0,8.4,Both
Keera Dhokla Bite Cutlet,Kerala,Snack,240,18.1,36.6,6.5,Both
Dalpithi Chicken 65 Fritters,Madhya Pradesh,Snack,330,14.5,41.5,7.4,Both
Prawn Sukka & Chutney (Maskaa),Assam,Snack,337,20.3,42.3,8.1,Both
Surti Vada Fritters,Gujarat,Snack,349,31.1,54.9,10.9,Both
Kela Chicken Tikka Roll Cutlet,Uttar Pradesh,Snack,258,21.7,29.0,6.9,Both
Pitha Gathiya Fritters,Assam,Snack,162,21.5,24.6,4.8,Both
West Bengal Poha Chivda Chaat,West Bengal,Snack,297,11.8,41.4,7.0,Both
Sarson Chivda Fritters,Punjab,Snack,160,14.8,18.6,5.7,Both
Fish Cutlet Rolls,Jammu and Kashmir,Snack,212,11.3,34.3,6.9,Both
Bhel Puri & Chutney (Bora),Tripura,Snack,126,17.7,14.8,3.4,Both
Bimmas Vada Fritters,Telangana,Snack,130,34.4,19.4,3.7,Both
Murmura Laddu & Chutney (Lauki),Uttar Pradesh,Snack,325,28.8,44.2,11.0,Both
Dhokla Bite & Chutney (Soppu),Telangana,Snack,234,14.1,31.8,7.6,Both
Kerala Mutton Samosa Chaat,Kerala,Snack,274,9.3,44.2,7.8,Both
Muthiya Murmura Laddu Fritters,Gujarat,Snack,197,30.4,30.5,5.0,Both
Khandvi Chicken 65 Cutlet,Gujarat,Snack,285,16.4,46.1,6.7,Both
Murmura Laddu Rolls,Rajasthan,Snack,230,16.0,37.0,6.5,Both
Bora Sakkarai Pongal Fritters,Tripura,Snack,297,34.2,47.9,8.0,Both
Saga Egg Pakora Fritters,Odisha,Snack,269,16.6,31.7,7.3,Both
Bamboo Kajjikayalu Fritters,Tripura,Snack,260,23.6,40.7,9.2,Both
Soppu Keema Samosa Fritters,Rajasthan,Snack,191,12.2,29.4,5.0,Both
Fish Cutlet & Chutney (Vellarikka),Rajasthan,Snack,146,25.9,19.2,5.1,Both
Vada & Chutney (Arbi),Uttar Pradesh,Snack,186,8.2,28.2,4.9,Both
Egg Pakora Rolls,Punjab,Snack,197,20.6,30.2,6.5,Both
Bihar Samosa (Veg) Chaat,Bihar,Snack,307,21.7,41.0,9.0,Both
Saga Fish Cutlet Fritters,Odisha,Snack,169,22.3,26.1,5.9,Both
Telangana Sakkarai Pongal Chaat,Telangana,Snack,127,10.5,19.3,4.1,Both
Gathiya Rolls,Maharashtra,Snack,295,20.6,34.7,10.0,Both
Sattu Pani Puri (Veg) Fritters,Bihar,Snack,289,24.9,44.0,10.4,Both
Sakkarai Pongal Rolls,Odisha,Snack,164,21.6,23.8,6.0,Both
Mutton Samosa Rolls,Jammu and Kashmir,Snack,318,31.9,42.1,11.3,Both
Chak-Hao Fish Cutlet Fritters,Manipur,Snack,132,16.4,20.6,3.7,Both
Kahwa Keema Samosa Cutlet,Jammu and Kashmir,Snack,125,19.4,18.9,4.2,Both
Jharkhand Pani Puri (Veg) Chaat,Jharkhand,Snack,276,24.5,37.3,8.9,Both
Vellarikai Sakkarai Pongal Fritters,Tamil Nadu,Snack,255,13.7,35.8,5.7,Both
Tsaman Chivda Cutlet,Jammu and Kashmir,Snack,261,23.5,41.7,9.3,Both
Punjab Egg Pakora Chaat,Punjab,Snack,350,29.5,48.8,13.1,Both
Madhya Pradesh Prawn Sukka Chaat,Madhya Pradesh,Snack,145,13.8,21.2,4.4,Both
Murmura Laddu Rolls,Tamil Nadu,Snack,201,32.9,28.7,6.4,Both
Sael Keema Samosa Cutlet,Sikkim,Snack,255,21.5,35.8,9.2,Both
Masala Peanuts & Chutney (Bhinda),Gujarat,Snack,300,32.9,37.4,7.2,Both
Fish Cutlet & Chutney (Chana),Odisha,Snack,349,10.2,53.0,9.6,Both
Modur Prawn Sukka Fritters,Jammu and Kashmir,Snack,232,13.4,27.0,8.3,Both
Bendakaya Chicken Tikka Roll Cutlet,Andhra Pradesh,Snack,243,24.0,30.7,8.3,Both
Keerai Sakkarai Pongal Fritters,Rajasthan,Snack,235,14.1,35.9,6.6,Both
Chicken 65 Rolls,Delhi,Snack,128,22.3,19.7,4.8,Both
Sabji Fish Cutlet Cutlet,Madhya Pradesh,Snack,315,11.1,42.4,8.5,Both
Karela Pani Puri (Veg) Fritters,Bihar,Snack,244,21.8,31.3,7.2,Both
Gundruk Pani Puri (Veg) Cutlet,Sikkim,Snack,158,15.1,22.2,4.6,Both
Sundal & Chutney (Bafla),Madhya Pradesh,Snack,134,34.8,16.2,5.2,Both
Chicken Tikka Roll & Chutney (Saga),Odisha,Snack,290,8.6,37.2,10.2,Both
Kajjikayalu & Chutney (Pappu),Andhra Pradesh,Snack,179,23.0,26.1,5.5,Both
Rajasthan Chicken 65 Chaat,Rajasthan,Snack,312,24.4,41.2,7.7,Both
Chakli Rolls,Sikkim,Snack,167,23.2,26.2,6.4,Both
Vellari Kajjikayalu Cutlet,Kerala,Snack,188,25.3,21.6,7.0,Both
Surti Chicken Tikka Roll Fritters,Gujarat,Snack,161,19.1,22.0,5.3,Both
Prawn Sukka Rolls,Tamil Nadu,Snack,139,12.0,18.6,5.1,Both
Kulcha Dhokla Bite Fritters,Delhi,Snack,139,15.7,21.1,4.4,Both
Chaat Pakora (Veg) Fritters,Delhi,Snack,230,18.6,35.5,7.4,Both
Kela Gathiya Cutlet,Uttar Pradesh,Snack,129,9.5,17.6,4.0,Both
Punjab Dhokla Bite Chaat,Punjab,Snack,340,28.5,50.0,12.1,Both
Sundakkai Prawn Sukka Cutlet,Tamil Nadu,Snack,207,26.0,29.0,6.3,Both
Uttarakhand Masala Peanuts Chaat,Uttarakhand,Snack,160,10.9,25.9,4.6,Both
Dhokla Bite & Chutney (Bai),Mizoram,Snack,234,9.6,32.6,7.8,Both
Anda Pakora (Veg) Fritters,Mizoram,Snack,291,32.6,32.8,7.2,Both
Vada Rolls,Kerala,Snack,237,34.8,37.4,6.3,Both
Bathua Mutton Samosa Cutlet,Haryana,Snack,230,26.2,36.4,5.3,Both
Tinda Sakkarai Pongal Cutlet,Uttar Pradesh,Snack,337,15.1,39.3,9.8,Both
Modak Fish Cutlet Cutlet,Maharashtra,Snack,303,30.6,47.8,9.5,Both
Smoked Chicken Tikka Roll Cutlet,Nagaland,Snack,350,23.1,55.5,11.1,Both
Smoked Sundal Fritters,Nagaland,Snack,292,17.3,37.6,11.2,Both
Goa Sundal Chaat,Goa,Snack,222,32.9,28.0,5.8,Both
Himachal Pradesh Keema Samosa Chaat,Himachal Pradesh,Snack,237,27.0,30.2,8.3,Both
Rajasthan Kajjikayalu Chaat,Rajasthan,Snack,208,26.3,28.9,7.9,Both
Siddu Chicken Tikka Roll Cutlet,Himachal Pradesh,Snack,236,11.5,34.1,8.3,Both
Chakli & Chutney (Bamboo),Nagaland,Snack,326,21.8,47.5,8.9,Both
Vada Rolls,Chhattisgarh,Snack,342,10.0,39.0,10.9,Both
Modur Gathiya Cutlet,Jammu and Kashmir,Snack,162,23.6,20.2,4.6,Both
Mooli Pani Puri (Veg) Fritters,Punjab,Snack,228,17.6,29.6,7.4,Both
Mizoram Samosa (Veg) Chaat,Mizoram,Snack,138,8.0,20.0,4.1,Both
Bore Mutton Samosa Fritters,Chhattisgarh,Snack,310,15.0,39.0,12.0,Both
Bhatt Dhokla Bite Cutlet,Uttarakhand,Snack,317,14.0,38.9,8.4,Both
Keera Masala Peanuts Fritters,Kerala,Snack,226,31.0,27.9,8.6,Both
Vellarikka Mutton Samosa Cutlet,Rajasthan,Snack,181,16.7,24.4,6.3,Both
Shyaphale Chakli Cutlet,Sikkim,Snack,240,13.7,35.3,8.7,Both
Telangana Fish Cutlet Chaat,Telangana,Snack,323,9.9,42.7,10.6,Both
Keema Samosa & Chutney (Katancha),Andhra Pradesh,Snack,187,28.7,30.2,5.7,Both
Masala Peanuts Rolls,Gujarat,Snack,214,31.1,28.8,7.0,Both
Vada Rolls,Sikkim,Snack,175,13.0,23.2,6.6,Both
Tripura Keema Samosa Chaat,Tripura,Snack,235,12.1,37.7,7.2,Both
Bhaji Samosa (Veg) Cutlet,Goa,Snack,251,24.8,38.2,9.1,Both
Masala Peanuts & Chutney (Vellarikka),Rajasthan,Snack,289,16.9,42.6,9.6,Both
Mutton Samosa & Chutney (Saag),Jharkhand,Snack,264,29.7,40.4,7.2,Both
Chhole Chakli Fritters,Punjab,Snack,177,34.5,28.0,5.3,Both
Tripura Mutton Samosa Chaat,Tripura,Snack,326,12.0,46.5,7.8,Both
Dohneiiong Chivda Fritters,Meghalaya,Snack,267,16.5,36.5,7.2,Both
Egg Pakora Rolls,Delhi,Snack,204,27.8,24.9,5.2,Both
Masala Peanuts & Chutney (Sael),Sikkim,Snack,174,25.3,26.7,4.8,Both
Pakora (Veg) & Chutney (Ghugni),Bihar,Snack,339,20.5,44.3,7.8,Both
Katancha Vada Fritters,Andhra Pradesh,Snack,255,19.5,37.1,8.9,Both
Fish Cutlet Rolls,West Bengal,Snack,209,11.3,24.8,5.8,Both
Bhaji Prawn Sukka Fritters,Goa,Snack,277,26.9,35.7,7.2,Both
Dhokla Bite & Chutney (Pitika),Assam,Snack,262,20.6,37.0,9.4,Both
Patal Chicken Tikka Roll Cutlet,Maharashtra,Snack,165,18.7,22.8,5.3,Both
Baingan Sakkarai Pongal Fritters,Uttar Pradesh,Snack,161,26.0,24.2,4.1,Both
Pitha Pani Puri (Veg) Fritters,Assam,Snack,274,13.2,32.2,10.0,Both
Chakli & Chutney (Kheera),Haryana,Snack,271,27.1,35.6,7.2,Both
Mutton Samosa Rolls,Manipur,Snack,291,13.5,36.8,11.2,Both
Pani Puri (Veg) Rolls,Himachal Pradesh,Snack,336,17.6,52.1,8.7,Both
Murmura Laddu & Chutney (Gundruk),Sikkim,Snack,233,9.6,34.1,8.7,Both
Pappu Chivda Fritters,Telangana,Snack,169,10.4,23.5,5.0,Both
Vendakkai Chicken Tikka Roll Cutlet,Tamil Nadu,Snack,191,30.4,25.1,5.6,Both
Pakora (Veg) & Chutney (Bhature),Himachal Pradesh,Snack,306,20.4,40.2,6.8,Both
Avarekai Poha Chivda Fritters,Karnataka,Snack,120,28.8,13.5,3.0,Both
Phagshapa Chivda Cutlet,Sikkim,Snack,197,20.5,26.3,6.5,Both
Anda Dhokla Bite Cutlet,Mizoram,Snack,155,23.9,21.1,6.0,Both
Ragi Samosa (Veg) Cutlet,Karnataka,Snack,203,24.6,30.9,7.2,Both
Telangana Kajjikayalu Chaat,Telangana,Snack,348,31.6,52.4,8.8,Both
Bathua Chicken Tikka Roll Fritters,Haryana,Snack,333,17.0,51.6,12.4,Both
Soppu Vada Cutlet,Rajasthan,Snack,162,22.7,18.2,4.9,Both
Pakora (Veg) Rolls,Goa,Snack,135,33.2,20.6,3.9,Both
Samosa (Veg) Rolls,West Bengal,Snack,221,11.3,31.5,5.7,Both
Parathas Masala Peanuts Fritters,Delhi,Snack,188,11.2,25.5,6.8,Both
Keema Samosa Rolls,Sikkim,Snack,292,13.5,41.5,11.3,Both
Kadala Masala Peanuts Fritters,Odisha,Snack,292,9.3,39.6,9.5,Both
Punjab Pakora (Veg) Chaat,Punjab,Snack,176,8.5,25.7,5.3,Both
Gathiya Rolls,Goa,Snack,250,32.5,30.0,8.8,Both
Chivda & Chutney (Sabji),Madhya Pradesh,Snack,220,22.5,29.5,5.5,Both
Punjab Fish Cutlet Chaat,Punjab,Snack,265,27.3,30.7,7.3,Both
Poha Chivda & Chutney (Bora),Assam,Snack,327,34.8,50.7,11.6,Both
Dhokla Bite Rolls,Gujarat,Snack,142,9.8,18.3,4.2,Both
Smoked Fish Cutlet Fritters,Nagaland,Snack,160,32.5,19.5,4.3,Both
Chhole Dhokla Bite Cutlet,Punjab,Snack,284,14.5,33.1,10.1,Both
Kosha Mutton Samosa Cutlet,Kerala,Snack,289,10.9,45.6,8.4,Both
Chicken Tikka Roll & Chutney (Soppu),Rajasthan,Snack,150,31.8,23.1,3.5,Both
Pappu Fish Cutlet Fritters,Andhra Pradesh,Snack,325,8.6,41.0,9.6,Both
Gathiya Rolls,Kerala,Snack,187,9.6,24.3,6.7,Both
Kosambari Poha Chivda Fritters,Karnataka,Snack,277,14.9,33.3,8.7,Both
Kand Pakora (Veg) Fritters,Uttarakhand,Snack,231,29.3,32.2,5.3,Both
Fish Cutlet Rolls,Jharkhand,Snack,331,32.9,38.4,12.7,Both
Bathua Gathiya Fritters,Haryana,Snack,342,27.5,40.1,10.3,Both
Madhya Pradesh Keema Samosa Chaat,Madhya Pradesh,Snack,120,19.0,18.7,2.8,Both
Poha Chivda & Chutney (Kothavarangai),Tamil Nadu,Snack,191,35.0,21.6,6.2,Both
Chicken Tikka Roll & Chutney (Bora),Assam,Snack,165,15.7,18.6,4.3,Both
Ringna Pakora (Veg) Cutlet,Gujarat,Snack,341,19.2,46.0,10.9,Both
Jharkhand Murmura Laddu Chaat,Jharkhand,Snack,276,16.2,43.9,8.1,Both
Bhel Puri & Chutney (Gundruk),Sikkim,Snack,341,21.7,42.0,13.2,Both
Chicken 65 & Chutney (Ragi),Karnataka,Snack,154,31.2,23.6,4.0,Both
Punjab Chicken 65 Chaat,Punjab,Snack,298,28.5,34.3,8.2,Both
Haryana Keema Samosa Chaat,Haryana,Snack,180,24.7,26.9,6.2,Both
Bajra Sakkarai Pongal Cutlet,Punjab,Snack,143,14.5,20.6,3.5,Both
Tinda Prawn Sukka Cutlet,Uttar Pradesh,Snack,190,29.0,27.8,5.4,Both
Sakkarai Pongal & Chutney (Mirapakaya),Andhra Pradesh,Snack,214,29.8,26.7,8.0,Both
Ringna Chicken Tikka Roll Cutlet,Gujarat,Snack,276,21.4,32.7,7.6,Both
Maharashtra Poha Chivda Chaat,Maharashtra,Snack,180,14.8,21.6,6.2,Both
Chivda Rolls,Chhattisgarh,Snack,231,12.5,26.1,5.9,Both
Soppu Chivda Fritters,Rajasthan,Snack,186,31.1,24.0,5.1,Both
Kaju Samosa (Veg) Cutlet,Goa,Snack,348,15.9,47.4,11.7,Both
Fish Cutlet Rolls,Maharashtra,Snack,208,22.1,31.2,6.6,Both
Chole Masala Peanuts Fritters,Delhi,Snack,281,25.3,43.8,10.7,Both
Sakkarai Pongal Rolls,Nagaland,Snack,214,17.5,25.5,7.2,Both
Odisha Pani Puri (Veg) Chaat,Odisha,Snack,215,30.9,24.9,6.1,Both
Pani Puri (Veg) Rolls,Delhi,Snack,333,16.1,39.1,12.4,Both
Masala Peanuts Rolls,Haryana,Snack,337,26.8,46.5,11.3,Both
Bhinda Chicken Tikka Roll Fritters,Gujarat,Snack,270,22.5,30.5,6.1,Both
Meghalaya Poha Chivda Chaat,Meghalaya,Snack,269,22.9,43.7,9.6,Both
Tripura Pani Puri (Veg) Chaat,Tripura,Snack,235,26.6,30.7,6.0,Both
Chicken Tikka Roll Rolls,Sikkim,Snack,205,11.1,29.5,7.7,Both
Telangana Sundal Chaat,Telangana,Snack,172,29.2,26.0,6.2,Both
Manipur Chakli Chaat,Manipur,Snack,307,18.4,37.8,7.1,Both
Egg Pakora Rolls,Karnataka,Snack,265,24.0,38.5,8.6,Both
Sarson Poha Chivda Fritters,Punjab,Snack,337,22.3,46.7,8.3,Both
Pakora (Veg) Rolls,Telangana,Snack,307,18.2,39.2,7.8,Both
Chivda Rolls,Goa,Snack,182,19.4,22.2,4.1,Both
Ghugni Chicken 65 Cutlet,Bihar,Snack,280,8.9,39.6,9.1,Both
Karnataka Pani Puri (Veg) Chaat,Karnataka,Snack,255,22.8,36.1,9.0,Both
Keema Samosa & Chutney (Vendakkai),Tamil Nadu,Snack,218,28.6,30.3,5.2,Both
Vada Rolls,Uttarakhand,Snack,310,12.7,49.7,10.5,Both
Kajjikayalu Rolls,Tamil Nadu,Snack,286,17.0,40.2,8.8,Both
Punjab Chakli Chaat,Punjab,Snack,335,13.4,44.9,11.9,Both
Chicken Tikka Roll Rolls,Tripura,Snack,320,33.7,48.4,7.5,Both
Pakora (Veg) & Chutney (Fara),Chhattisgarh,Snack,179,21.8,22.8,4.7,Both
Mutton Samosa Rolls,Mizoram,Snack,317,18.1,47.0,8.4,Both
Mirapakaya Egg Pakora Fritters,Andhra Pradesh,Snack,136,29.9,21.1,4.1,Both
Sundal & Chutney (Poha),Madhya Pradesh,Snack,348,14.2,41.3,13.3,Both
Chicken 65 Rolls,West Bengal,Snack,175,9.5,25.7,4.2,Both
Chicken Tikka Roll & Chutney (Ragi),Karnataka,Snack,198,12.8,24.7,4.9,Both
Poha Chivda & Chutney (Kulcha),Delhi,Snack,343,10.1,44.0,12.3,Both
Tamil Nadu Murmura Laddu Chaat,Tamil Nadu,Snack,217,17.3,33.8,5.4,Both
Pakora (Veg) & Chutney (Karela),Bihar,Snack,267,17.3,31.3,6.1,Both
Pakora (Veg) Rolls,Uttarakhand,Snack,313,16.7,38.7,11.5,Both
Maharashtra Pani Puri (Veg) Chaat,Maharashtra,Snack,139,13.8,18.8,3.2,Both
Mutton Samosa & Chutney (Vellarikai),Tamil Nadu,Snack,121,10.0,19.2,3.2,Both
Malpua Dhokla Bite Fritters,Jharkhand,Snack,239,21.4,37.6,5.9,Both
Momos Gathiya Cutlet,Sikkim,Snack,266,33.8,30.0,9.2,Both
Gahat Sakkarai Pongal Cutlet,Uttarakhand,Snack,212,8.7,34.0,7.2,Both
