Dish Name,Region,Meal Type,Calories (kcal),Protein (g),Carbs (g),Fat (g),Food Type
Fish Curry Poriyal Thali,Kerala,Lunch,613,42.3,83.9,19.9,Non-Veg
Katancha Egg Curry Curry With Rice,Andhra Pradesh,Lunch,608,26.1,94.5,14.1,Non-Veg
Bathua Fish Pulav Curry With Rice,Haryana,Lunch,692,40.3,81.7,19.8,Non-Veg
Mutton Curry Pulav With Salad,Assam,Lunch,799,39.6,104.1,29.8,Non-Veg
Baingan Roasted Fish With Rice Curry With Rice,Bihar,Lunch,827,24.6,121.4,23.6,Non-Veg
Uttarakhand Egg Curry With Rasam,Uttarakhand,Lunch,513,25.4,79.7,18.2,Non-Veg
Sarson Chicken Chettinad Curry With Rice,Punjab,Lunch,671,28.6,99.9,25.9,Non-Veg
Bajra Egg Curry Curry With Rice,Punjab,Lunch,746,23.5,103.8,23.2,Non-Veg
Chila Chicken Curry Curry With Rice,Chhattisgarh,Lunch,619,21.7,98.3,16.6,Non-Veg
Bamboo Fish Curry Curry With Rice,Nagaland,Lunch,601,23.7,70.4,16.0,Non-Veg
Mui Chicken Curry Curry With Rice,Tripura,Lunch,646,26.1,88.7,19.0,Non-Veg
Chicken Chettinad Chapati Thali,Andhra Pradesh,Lunch,691,32.6,79.8,23.7,Non-Veg
Mutton Biryani Salad Thali,Jammu and Kashmir,Lunch,798,22.1,93.4,18.6,Non-Veg
Kahwa Style Fish Curry Biryani (Veg),Jammu and Kashmir,Lunch,814,36.8,117.3,22.4,Non-Veg
Bathua Mutton Curry Curry With Rice,Haryana,Lunch,828,33.7,127.8,20.4,Non-Veg
Roasted Fish With Rice Roti Thali,Odisha,Lunch,536,29.3,67.4,18.2,Non-Veg
Chicken Curry Pulav With Salad,Gujarat,Lunch,599,21.4,96.1,17.6,Non-Veg
Uttar Pradesh Chicken Biryani With Curd,Uttar Pradesh,Lunch,647,38.5,75.9,22.9,Non-Veg
Fish Pulav Pulav With Salad,Tamil Nadu,Lunch,661,21.9,84.9,21.2,Non-Veg
Telangana Chicken Curry With Poriyal,Telangana,Lunch,605,41.2,83.8,14.7,Non-Veg
Chaat Mutton Curry Curry With Rice,Delhi,Lunch,618,41.7,87.7,15.6,Non-Veg
Patal Chicken Curry Curry With Rice,Maharashtra,Lunch,514,22.4,74.9,16.7,Non-Veg
Kerala Fish Curry With Salad,Kerala,Lunch,657,25.2,92.8,16.7,Non-Veg
Sael Mutton Curry Curry With Rice,Sikkim,Lunch,559,39.9,67.3,19.3,Non-Veg
Chicken Biryani Pulav With Salad,Punjab,Lunch,610,27.6,83.9,16.6,Non-Veg
Pumaloi Style Egg Curry Biryani (Veg),Meghalaya,Lunch,588,26.6,81.2,17.3,Non-Veg
Punjab Mutton Curry With Pickle,Punjab,Lunch,723,38.8,104.4,21.8,Non-Veg
Kand Prawn Masala Curry With Rice,Uttarakhand,Lunch,820,29.0,117.7,29.6,Non-Veg
West Bengal Fish Pulav With Chapati,West Bengal,Lunch,696,44.5,92.4,24.9,Non-Veg
Chila Fish Curry Curry With Rice,Chhattisgarh,Lunch,580,29.2,72.4,19.1,Non-Veg
Roasted Fish With Rice Pulav With Salad,Kerala,Lunch,636,31.8,103.1,16.5,Non-Veg
Litti Roasted Fish With Rice Curry With Rice,Bihar,Lunch,898,44.8,113.2,31.4,Non-Veg
Chicken Biryani Raita Thali,Odisha,Lunch,797,37.5,117.5,23.1,Non-Veg
Vawksa Style Roasted Fish With Rice Biryani (Veg),Mizoram,Lunch,578,27.2,90.4,19.7,Non-Veg
Litti Style Mutton Biryani Biryani (Veg),Bihar,Lunch,673,31.9,81.0,20.1,Non-Veg
Fish Pulav Raita Thali,Sikkim,Lunch,638,25.3,92.8,18.5,Non-Veg
Bimmas Style Egg Curry Biryani (Veg),Telangana,Lunch,621,35.4,93.2,21.7,Non-Veg
Chicken Chettinad Chutney Thali,Meghalaya,Lunch,625,20.6,95.5,18.8,Non-Veg
Modur Style Chicken Curry Biryani (Veg),Jammu and Kashmir,Lunch,640,34.3,75.8,24.7,Non-Veg
Fish Pulav Roti Thali,Haryana,Lunch,900,39.3,119.1,24.8,Non-Veg
Mooli Style Mutton Curry Biryani (Veg),Punjab,Lunch,651,28.6,86.4,24.4,Non-Veg
Gujarat Roasted Fish With Rice With Curd,Gujarat,Lunch,799,41.5,113.4,29.7,Non-Veg
Kadala Fish Pulav Curry With Rice,Odisha,Lunch,817,30.2,132.3,18.5,Non-Veg
Chicken Chettinad Pickle Thali,Manipur,Lunch,807,22.8,95.0,23.2,Non-Veg
Batata Style Chicken Biryani Biryani (Veg),Maharashtra,Lunch,897,38.0,126.4,24.0,Non-Veg
Chhattisgarh Chicken Curry With Raita,Chhattisgarh,Lunch,639,44.3,78.8,24.0,Non-Veg
Mutton Biryani Dal Thali,Odisha,Lunch,644,21.1,90.6,22.9,Non-Veg
Punjab Fish Curry With Poriyal,Punjab,Lunch,807,25.4,93.8,21.3,Non-Veg
Jammu And Kashmir Fish Curry With Sambar,Jammu and Kashmir,Lunch,796,36.4,113.0,26.4,Non-Veg
Mizoram Chicken Curry With Steamed Rice,Mizoram,Lunch,519,23.8,73.0,19.2,Non-Veg
Delhi Fish Pulav With Dal,Delhi,Lunch,882,44.1,137.9,28.5,Non-Veg
Egg Curry Roti Thali,Rajasthan,Lunch,632,32.5,94.6,17.5,Non-Veg
Egg Curry Raita Thali,Jammu and Kashmir,Lunch,601,21.9,69.5,18.1,Non-Veg
Fish Curry Pulav With Salad,Manipur,Lunch,778,29.6,90.6,27.5,Non-Veg
Chicken Curry Papad Thali,Delhi,Lunch,502,24.0,79.9,15.8,Non-Veg
Momos Fish Curry Curry With Rice,Sikkim,Lunch,773,31.5,111.4,21.3,Non-Veg
Himachal Pradesh Mutton Biryani With Raita,Himachal Pradesh,Lunch,743,41.2,97.3,21.2,Non-Veg
Fish Pulav Chutney Thali,Delhi,Lunch,783,39.7,91.2,29.4,Non-Veg
Xaak Style Egg Curry Biryani (Veg),Assam,Lunch,562,39.6,91.3,14.1,Non-Veg
Sikkim Mutton Curry With Salad,Sikkim,Lunch,538,37.7,62.7,15.0,Non-Veg
Chicken Curry Pulav With Salad,Uttar Pradesh,Lunch,838,24.6,97.1,26.3,Non-Veg
Mooli Chicken Biryani Curry With Rice,Punjab,Lunch,887,36.4,132.6,32.9,Non-Veg
Kothavarangai Mutton Curry Curry With Rice,Tamil Nadu,Lunch,533,43.4,72.4,16.7,Non-Veg
Bamboo Roasted Fish With Rice Curry With Rice,Tripura,Lunch,718,29.8,90.9,22.8,Non-Veg
Jharkhand Prawn Masala With Pickle,Jharkhand,Lunch,802,44.8,118.3,22.4,Non-Veg
Maharashtra Mutton Biryani With Curd,Maharashtra,Lunch,706,23.3,102.5,20.5,Non-Veg
Himachal Pradesh Egg Curry With Sambar,Himachal Pradesh,Lunch,760,36.2,122.0,27.8,Non-Veg
Makki Style Chicken Curry Biryani (Veg),Punjab,Lunch,502,20.1,72.5,18.0,Non-Veg
Pakhala Style Chicken Chettinad Biryani (Veg),Odisha,Lunch,888,22.5,105.9,21.8,Non-Veg
Fish Pulav Dal Thali,Assam,Lunch,556,23.0,86.7,18.5,Non-Veg
Prawn Masala Curd Thali,Telangana,Lunch,589,33.9,74.6,18.4,Non-Veg
Chicken Biryani Raita Thali,Assam,Lunch,810,34.8,103.2,18.0,Non-Veg
Avarekai Style Chicken Curry Biryani (Veg),Karnataka,Lunch,559,25.7,87.8,13.4,Non-Veg
Katancha Prawn Masala Curry With Rice,Andhra Pradesh,Lunch,599,28.0,90.7,17.7,Non-Veg
Soppu Style Mutton Curry Biryani (Veg),Telangana,Lunch,723,27.2,104.5,27.3,Non-Veg
Shorshe Style Mutton Biryani Biryani (Veg),West Bengal,Lunch,768,26.0,91.3,24.0,Non-Veg
Delhi Fish Curry With Chutney,Delhi,Lunch,647,42.8,95.8,17.9,Non-Veg
Kheera Style Fish Curry Biryani (Veg),Haryana,Lunch,890,32.8,140.5,33.6,Non-Veg
Egg Curry Pulav With Salad,Punjab,Lunch,647,38.3,93.1,20.3,Non-Veg
Modak Style Fish Curry Biryani (Veg),Maharashtra,Lunch,511,29.6,76.8,15.6,Non-Veg
Himachal Pradesh Chicken Chettinad With Papad,Himachal Pradesh,Lunch,799,39.3,116.6,19.1,Non-Veg
Roasted Fish With Rice Pulav With Salad,Punjab,Lunch,706,34.9,79.9,25.3,Non-Veg
Kahwa Chicken Biryani Curry With Rice,Jammu and Kashmir,Lunch,803,34.3,118.4,18.1,Non-Veg
Egg Curry Chapati Thali,Mizoram,Lunch,714,35.1,95.7,23.5,Non-Veg
Mosdeng Egg Curry Curry With Rice,Tripura,Lunch,778,30.7,102.2,26.7,Non-Veg
Chicken Biryani Pulav With Salad,Bihar,Lunch,731,38.9,95.8,27.1,Non-Veg
Soppu Fish Pulav Curry With Rice,Karnataka,Lunch,547,43.2,73.0,17.3,Non-Veg
Bajre Style Roasted Fish With Rice Biryani (Veg),Haryana,Lunch,612,35.9,84.5,15.6,Non-Veg
Jitok Style Fish Pulav Biryani (Veg),Nagaland,Lunch,813,41.2,103.5,22.1,Non-Veg
Mutton Biryani Roti Thali,Mizoram,Lunch,772,27.0,94.0,26.7,Non-Veg
Egg Curry Salad Thali,Uttarakhand,Lunch,502,39.2,63.4,15.0,Non-Veg
Telangana Egg Curry With Pickle,Telangana,Lunch,703,35.0,90.6,19.6,Non-Veg
Poha Style Egg Curry Biryani (Veg),Madhya Pradesh,Lunch,755,34.1,99.2,18.8,Non-Veg
Chicken Biryani Pulav With Salad,Maharashtra,Lunch,613,36.4,88.0,17.1,Non-Veg
Malpua Egg Curry Curry With Rice,Jharkhand,Lunch,664,36.0,105.3,16.3,Non-Veg
Bihar Prawn Masala With Sambar,Bihar,Lunch,809,30.9,98.4,29.9,Non-Veg
Jharkhand Roasted Fish With Rice With Curd,Jharkhand,Lunch,748,27.4,90.0,18.4,Non-Veg
Pappu Chicken Curry Curry With Rice,Telangana,Lunch,777,43.2,94.3,18.8,Non-Veg
Chak-Hao Style Prawn Masala Biryani (Veg),Manipur,Lunch,809,25.2,125.7,29.2,Non-Veg
Prawn Masala Roti Thali,Bihar,Lunch,610,23.0,75.7,15.2,Non-Veg
Kakka Style Egg Curry Biryani (Veg),Kerala,Lunch,577,21.1,67.7,18.4,Non-Veg
Kerala Chicken Curry With Curd,Kerala,Lunch,797,36.2,106.8,22.7,Non-Veg
Chicken Curry Pulav With Salad,Haryana,Lunch,616,20.0,93.8,17.2,Non-Veg
Prawn Masala Chutney Thali,Meghalaya,Lunch,833,35.7,113.1,29.4,Non-Veg
Vawksa Fish Curry Curry With Rice,Mizoram,Lunch,725,38.3,111.9,21.5,Non-Veg
Dohneiiong Style Fish Curry Biryani (Veg),Meghalaya,Lunch,600,36.9,88.5,14.4,Non-Veg
Mutton Biryani Pulav With Salad,Karnataka,Lunch,719,28.5,93.3,23.9,Non-Veg
Sikkim Fish Pulav With Sambar,Sikkim,Lunch,581,33.8,89.2,19.2,Non-Veg
Assam Chicken Chettinad With Steamed Rice,Assam,Lunch,869,35.6,104.5,22.9,Non-Veg
Fish Pulav Raita Thali,Assam,Lunch,577,25.0,78.9,18.0,Non-Veg
Chhattisgarh Mutton Curry With Poriyal,Chhattisgarh,Lunch,764,38.0,110.7,21.7,Non-Veg
Rajasthan Mutton Biryani With Salad,Rajasthan,Lunch,810,27.8,92.0,18.4,Non-Veg
Prawn Masala Pulav With Salad,Nagaland,Lunch,791,38.8,111.3,26.8,Non-Veg
Delhi Prawn Masala With Curd,Delhi,Lunch,723,28.6,105.1,22.1,Non-Veg
Litti Style Fish Pulav Biryani (Veg),Bihar,Lunch,886,44.1,131.3,21.2,Non-Veg
Chicken Chettinad Poriyal Thali,Manipur,Lunch,791,21.8,128.0,29.4,Non-Veg
Chicken Chettinad Chutney Thali,Himachal Pradesh,Lunch,898,26.9,140.1,32.1,Non-Veg
Chicken Biryani Poriyal Thali,Meghalaya,Lunch,594,30.8,92.5,21.9,Non-Veg
Delhi Chicken Biryani With Papad,Delhi,Lunch,643,27.9,83.4,24.6,Non-Veg
Prawn Masala Pulav With Salad,Himachal Pradesh,Lunch,660,43.3,87.0,19.8,Non-Veg
Chana Style Egg Curry Biryani (Veg),Odisha,Lunch,801,30.6,96.7,28.7,Non-Veg
Fara Egg Curry Curry With Rice,Chhattisgarh,Lunch,708,35.6,90.8,27.0,Non-Veg
Chila Style Mutton Curry Biryani (Veg),Chhattisgarh,Lunch,773,43.2,120.2,19.0,Non-Veg
Chicken Curry Pulav With Salad,Manipur,Lunch,713,37.8,86.6,27.1,Non-Veg
Nagaland Chicken Biryani With Papad,Nagaland,Lunch,898,25.4,131.8,24.0,Non-Veg
Fish Curry Chutney Thali,Telangana,Lunch,723,41.7,105.1,26.9,Non-Veg
Mutton Curry Papad Thali,Maharashtra,Lunch,781,44.6,114.8,28.5,Non-Veg
Singju Chicken Curry Curry With Rice,Manipur,Lunch,790,31.6,123.5,22.5,Non-Veg
Chaat Chicken Chettinad Curry With Rice,Delhi,Lunch,604,25.8,86.4,14.8,Non-Veg
Sarson Style Mutton Biryani Biryani (Veg),Haryana,Lunch,598,31.1,89.1,14.8,Non-Veg
Prawn Masala Pulav With Salad,Bihar,Lunch,766,30.7,86.3,17.9,Non-Veg
Telangana Mutton Curry With Chapati,Telangana,Lunch,765,27.3,121.2,18.6,Non-Veg
Mooli Style Egg Curry Biryani (Veg),Punjab,Lunch,716,41.2,104.7,20.5,Non-Veg
Chicken Chettinad Rasam Thali,Meghalaya,Lunch,755,38.1,109.0,25.6,Non-Veg
Baingan Chicken Curry Curry With Rice,Bihar,Lunch,722,41.9,102.9,16.3,Non-Veg
Ghugni Fish Pulav Curry With Rice,West Bengal,Lunch,558,41.7,66.8,18.2,Non-Veg
Sawhchiar Style Fish Curry Biryani (Veg),Mizoram,Lunch,834,44.2,130.3,19.6,Non-Veg
Singodi Chicken Biryani Curry With Rice,Uttarakhand,Lunch,676,39.7,94.0,22.8,Non-Veg
Mui Style Chicken Curry Biryani (Veg),Tripura,Lunch,875,32.7,126.4,30.1,Non-Veg
Chakko Egg Curry Curry With Rice,Kerala,Lunch,531,26.8,61.4,15.4,Non-Veg
Bhatt Chicken Chettinad Curry With Rice,Uttarakhand,Lunch,669,24.8,96.5,16.0,Non-Veg
Goa Prawn Sukka Chaat,Goa,Snack,231,28.8,26.6,5.3,Non-Veg
Phagshapa Chicken Tikka Roll Fritters,Sikkim,Snack,247,27.0,29.1,9.0,Non-Veg
Poha Chicken 65 Cutlet,Madhya Pradesh,Snack,159,23.9,21.6,5.9,Non-Veg
Mutton Samosa & Chutney (Mirapakaya),Andhra Pradesh,Snack,315,37.6,43.1,7.5,Non-Veg
Kosambari Chicken Tikka Roll Cutlet,Karnataka,Snack,354,32.9,47.3,8.4,Non-Veg
Mutton Samosa Rolls,Chhattisgarh,Snack,338,37.8,41.4,8.6,Non-Veg
Chicken Tikka Roll Rolls,Odisha,Snack,371,20.7,59.7,11.6,Non-Veg
Cholar Fish Cutlet Cutlet,West Bengal,Snack,167,34.7,22.3,4.9,Non-Veg
Saaru Chicken 65 Cutlet,Telangana,Snack,213,34.5,30.3,7.4,Non-Veg
Maharashtra Egg Pakora Chaat,Maharashtra,Snack,186,22.4,29.3,6.3,Non-Veg
Baingan Chicken 65 Fritters,Uttar Pradesh,Snack,288,40.4,45.8,8.5,Non-Veg
Assam Chicken 65 Chaat,Assam,Snack,151,23.8,20.9,3.9,Non-Veg
Keema Samosa Rolls,Uttarakhand,Snack,260,34.8,39.8,6.7,Non-Veg
Baingan Chicken Tikka Roll Cutlet,Uttar Pradesh,Snack,182,41.9,23.8,5.0,Non-Veg
Mirapakaya Fish Cutlet Fritters,Andhra Pradesh,Snack,390,42.9,54.3,12.3,Non-Veg
Pitha Fish Cutlet Fritters,Assam,Snack,292,41.6,45.2,11.1,Non-Veg
Mutton Samosa Rolls,Meghalaya,Snack,180,42.0,24.8,4.4,Non-Veg
Prawn Sukka Rolls,Telangana,Snack,150,39.5,17.3,4.4,Non-Veg
Ragi Fish Cutlet Fritters,Karnataka,Snack,369,27.0,45.1,12.4,Non-Veg
Bora Fish Cutlet Fritters,Assam,Snack,273,41.2,40.2,8.1,Non-Veg
Chicken Tikka Roll & Chutney (Pitha),Assam,Snack,298,34.6,40.6,8.5,Non-Veg
Chicken 65 Rolls,Tripura,Snack,253,39.2,33.6,5.8,Non-Veg
Prawn Sukka Rolls,Jharkhand,Snack,223,39.5,25.3,7.2,Non-Veg
West Bengal Fish Cutlet Chaat,West Bengal,Snack,247,37.1,32.3,8.7,Non-Veg
Jharkhand Fish Cutlet Chaat,Jharkhand,Snack,169,39.0,21.1,5.5,Non-Veg
Kothavarangai Mutton Samosa Fritters,Tamil Nadu,Snack,272,36.8,36.3,9.5,Non-Veg
Mutton Samosa & Chutney (Baingan),Uttar Pradesh,Snack,159,38.6,18.7,3.7,Non-Veg
Tripura Keema Samosa Chaat,Tripura,Snack,279,20.8,37.0,8.8,Non-Veg
Chakhwi Fish Cutlet Cutlet,Tripura,Snack,266,41.6,42.1,6.8,Non-Veg
Egg Pakora & Chutney (Lauki),Uttar Pradesh,Snack,241,32.3,28.2,6.1,Non-Veg
Chicken 65 Rolls,Haryana,Snack,359,26.3,44.7,13.3,Non-Veg
Mutton Samosa Rolls,Goa,Snack,357,23.9,55.8,8.5,Non-Veg
Assam Prawn Sukka Chaat,Assam,Snack,187,39.5,22.4,5.4,Non-Veg
Egg Pakora & Chutney (Arbi),Uttar Pradesh,Snack,321,23.2,36.2,11.5,Non-Veg
Tripura Prawn Sukka Chaat,Tripura,Snack,320,21.2,40.9,11.1,Non-Veg
Tungrymbai Chicken Tikka Roll Cutlet,Meghalaya,Snack,293,39.1,37.1,10.5,Non-Veg
Chicken Tikka Roll Rolls,Assam,Snack,375,36.1,55.8,14.5,Non-Veg
Uttar Pradesh Mutton Samosa Chaat,Uttar Pradesh,Snack,345,40.8,42.3,7.7,Non-Veg
Siddu Chicken Tikka Roll Fritters,Himachal Pradesh,Snack,284,40.5,40.3,6.6,Non-Veg
Poha Chicken 65 Fritters,Madhya Pradesh,Snack,368,40.6,59.2,9.2,Non-Veg
Gundruk Fish Cutlet Cutlet,Sikkim,Snack,289,42.0,41.2,7.3,Non-Veg
Chicken Tikka Roll & Chutney (Chak-Hao),Manipur,Snack,330,25.5,44.4,9.7,Non-Veg
Keema Samosa Rolls,Rajasthan,Snack,384,36.1,53.0,13.7,Non-Veg
Fish Cutlet Rolls,Telangana,Snack,368,44.6,55.4,10.0,Non-Veg
Sabji Prawn Sukka Cutlet,Madhya Pradesh,Snack,383,37.9,44.5,13.8,Non-Veg
Fish Cutlet & Chutney (Pitha),Assam,Snack,224,44.5,26.3,7.2,Non-Veg
Pappu Prawn Sukka Cutlet,Andhra Pradesh,Snack,305,25.8,49.5,10.5,Non-Veg
Shorshe Prawn Sukka Fritters,West Bengal,Snack,259,32.0,40.4,8.0,Non-Veg
Assam Mutton Samosa Chaat,Assam,Snack,254,43.2,34.1,7.9,Non-Veg
Eromba Prawn Sukka Cutlet,Manipur,Snack,317,29.9,48.0,10.4,Non-Veg
Madhya Pradesh Mutton Samosa Chaat,Madhya Pradesh,Snack,258,30.8,34.8,9.3,Non-Veg
Chicken Tikka Roll & Chutney (Ambot),Goa,Snack,251,22.1,33.2,9.0,Non-Veg
Fish Cutlet & Chutney (Modak),Maharashtra,Snack,287,44.2,32.3,7.8,Non-Veg
Badi Fish Cutlet Cutlet,Chhattisgarh,Snack,184,28.1,26.4,5.6,Non-Veg
Soppu Mutton Samosa Cutlet,Telangana,Snack,225,20.6,34.7,8.4,Non-Veg
Prawn Sukka & Chutney (Shorshe),West Bengal,Snack,386,21.8,57.1,14.6,Non-Veg
Keema Samosa Rolls,Andhra Pradesh,Snack,234,32.1,33.1,7.4,Non-Veg
Fish Cutlet & Chutney (Bajra),Punjab,Snack,355,22.3,49.4,8.4,Non-Veg
Mirapakaya Keema Samosa Cutlet,Andhra Pradesh,Snack,164,41.8,21.4,3.8,Non-Veg
Tripura Chicken 65 Chaat,Tripura,Snack,330,36.0,45.8,9.8,Non-Veg
Makki Mutton Samosa Cutlet,Punjab,Snack,209,36.1,31.6,6.7,Non-Veg
Sundakkai Chicken Tikka Roll Fritters,Tamil Nadu,Snack,153,21.6,21.1,5.5,Non-Veg
Kosha Mutton Samosa Cutlet,Kerala,Snack,252,36.5,35.9,6.2,Non-Veg
Maharashtra Fish Cutlet Chaat,Maharashtra,Snack,203,40.5,29.3,4.6,Non-Veg
Patal Chicken Tikka Roll Fritters,Maharashtra,Snack,155,43.5,23.7,5.5,Non-Veg
Mutton Samosa Rolls,Uttarakhand,Snack,356,34.4,46.5,10.7,Non-Veg
Tungrymbai Prawn Sukka Cutlet,Meghalaya,Snack,276,42.1,40.6,9.8,Non-Veg
Anda Egg Pakora Cutlet,Mizoram,Snack,244,42.5,35.7,9.1,Non-Veg
Chicken Tikka Roll Rolls,Punjab,Snack,242,36.1,30.3,6.9,Non-Veg
Bajra Egg Pakora Fritters,Punjab,Snack,259,42.4,41.8,8.6,Non-Veg
Egg Pakora & Chutney (Dalma),Odisha,Snack,373,26.7,45.7,10.1,Non-Veg
Nagaland Keema Samosa Chaat,Nagaland,Snack,391,30.7,47.1,11.4,Non-Veg
Fish Cutlet Rolls,Assam,Snack,230,26.0,26.2,7.7,Non-Veg
Tilkut Mutton Samosa Cutlet,Madhya Pradesh,Snack,386,32.7,55.2,10.1,Non-Veg
Prawn Sukka Rolls,Mizoram,Snack,318,40.7,39.8,8.4,Non-Veg
Mutton Samosa & Chutney (Smoked),Nagaland,Snack,241,20.6,35.8,6.6,Non-Veg
Chicken Tikka Roll Rolls,Tamil Nadu,Snack,384,44.6,54.8,9.8,Non-Veg
Prawn Sukka Rolls,Kerala,Snack,275,42.7,42.5,8.8,Non-Veg
Sarson Prawn Sukka Cutlet,Punjab,Snack,386,20.7,51.6,10.7,Non-Veg
Shorshe Chicken Tikka Roll Cutlet,West Bengal,Snack,326,37.4,36.8,12.6,Non-Veg
Tamil Nadu Prawn Sukka Chaat,Tamil Nadu,Snack,203,28.6,31.8,5.0,Non-Veg
Bafla Chicken 65 Cutlet,Madhya Pradesh,Snack,308,41.5,46.3,7.8,Non-Veg
Tungrymbai Prawn Sukka Fritters,Meghalaya,Snack,318,28.8,36.2,12.3,Non-Veg
Vangi Mutton Samosa Cutlet,Maharashtra,Snack,188,33.8,29.1,5.4,Non-Veg
Batata Keema Samosa Cutlet,Maharashtra,Snack,284,29.1,35.1,7.2,Non-Veg
Bora Prawn Sukka Cutlet,Tripura,Snack,394,22.0,56.8,11.6,Non-Veg
Keema Samosa & Chutney (Chakko),Kerala,Snack,232,22.3,31.6,8.6,Non-Veg
Kheera Egg Pakora Cutlet,Haryana,Snack,206,37.2,30.4,7.7,Non-Veg
Fish Cutlet Rolls,Odisha,Snack,256,31.4,32.0,6.8,Non-Veg
Andhra Pradesh Keema Samosa Chaat,Andhra Pradesh,Snack,362,31.9,58.2,12.4,Non-Veg
Mizoram Keema Samosa Chaat,Mizoram,Snack,194,38.8,22.1,5.1,Non-Veg
Chicken 65 Rolls,Andhra Pradesh,Snack,300,35.5,34.6,9.5,Non-Veg
Chicken 65 Rolls,Karnataka,Snack,386,35.5,49.9,9.1,Non-Veg
Smoked Mutton Samosa Fritters,Nagaland,Snack,332,28.2,47.6,10.6,Non-Veg
Telangana Keema Samosa Chaat,Telangana,Snack,323,40.1,51.6,12.3,Non-Veg
Gujarat Egg Pakora Chaat,Gujarat,Snack,395,21.0,54.4,14.4,Non-Veg
Soppu Prawn Sukka Cutlet,Karnataka,Snack,244,35.2,30.4,6.6,Non-Veg
Kerala Keema Samosa Chaat,Kerala,Snack,210,22.7,26.3,6.3,Non-Veg
Egg Pakora Rolls,Mizoram,Snack,305,35.2,36.0,8.5,Non-Veg
Bore Chicken Tikka Roll Cutlet,Chhattisgarh,Snack,283,41.3,34.7,7.7,Non-Veg
Dalma Chicken 65 Cutlet,Odisha,Snack,376,21.0,54.6,9.3,Non-Veg
Prawn Sukka Rolls,Andhra Pradesh,Snack,381,39.6,49.3,8.9,Non-Veg
Madhya Pradesh Fish Cutlet Chaat,Madhya Pradesh,Snack,186,37.1,21.7,4.3,Non-Veg
Goa Mutton Samosa Chaat,Goa,Snack,175,34.8,21.8,5.5,Non-Veg
Bengalgram Keema Samosa Cutlet,Karnataka,Snack,267,30.9,36.5,9.4,Non-Veg
Fish Cutlet & Chutney (Ghugni),West Bengal,Snack,274,20.0,39.6,7.7,Non-Veg
Prawn Sukka & Chutney (Dhuska),Jharkhand,Snack,164,26.4,21.1,3.7,Non-Veg
Maharashtra Chicken Tikka Roll Chaat,Maharashtra,Snack,212,34.0,29.7,4.8,Non-Veg
Surti Prawn Sukka Cutlet,Gujarat,Snack,302,27.9,40.0,10.5,Non-Veg
Kakka Fish Cutlet Fritters,Kerala,Snack,349,38.0,42.9,10.1,Non-Veg
Bora Mutton Samosa Cutlet,Tripura,Snack,287,37.8,34.4,10.2,Non-Veg
Haakh Chicken 65 Fritters,Jammu and Kashmir,Snack,362,33.7,43.1,9.1,Non-Veg
Chakko Keema Samosa Cutlet,Kerala,Snack,221,29.4,26.0,6.1,Non-Veg
Saaru Chicken Tikka Roll Fritters,Telangana,Snack,290,24.2,44.2,7.3,Non-Veg
Mizoram Chicken 65 Chaat,Mizoram,Snack,249,33.1,37.0,8.2,Non-Veg
Soppu Mutton Samosa Fritters,Rajasthan,Snack,323,36.7,37.7,12.2,Non-Veg
Odisha Mutton Samosa Chaat,Odisha,Snack,240,23.2,30.1,8.2,Non-Veg
Chicken Tikka Roll Rolls,Mizoram,Snack,261,26.0,36.7,9.6,Non-Veg
Keema Samosa & Chutney (Vendakkai),Tamil Nadu,Snack,196,25.4,22.1,5.6,Non-Veg
Chicken Tikka Roll & Chutney (Bai),Mizoram,Snack,354,36.1,46.2,13.4,Non-Veg
Chicken 65 Rolls,Odisha,Snack,238,28.5,36.6,7.7,Non-Veg
Mutton Samosa Rolls,Madhya Pradesh,Snack,264,38.4,40.4,8.9,Non-Veg
Chicken 65 & Chutney (Kang),Manipur,Snack,366,30.6,51.9,10.6,Non-Veg
Bhinda Mutton Samosa Fritters,Gujarat,Snack,272,38.7,41.8,6.3,Non-Veg
Nagaland Fish Cutlet Chaat,Nagaland,Snack,396,21.7,50.4,11.4,Non-Veg
Fish Cutlet Rolls,Bihar,Snack,205,20.0,32.8,4.9,Non-Veg
Kaju Fish Cutlet Fritters,Goa,Snack,338,30.5,53.0,9.9,Non-Veg
Pitha Chicken Tikka Roll Cutlet,Assam,Snack,287,44.4,37.8,8.8,Non-Veg
Assam Chicken Tikka Roll Chaat,Assam,Snack,349,44.0,39.3,9.4,Non-Veg
Mutton Samosa & Chutney (Vellarikka),Rajasthan,Snack,336,25.7,52.0,11.8,Non-Veg
Chhattisgarh Fish Cutlet Chaat,Chhattisgarh,Snack,314,24.2,50.0,9.0,Non-Veg
Dhuska Fish Cutlet Cutlet,Jharkhand,Snack,162,29.4,25.8,4.0,Non-Veg
Chicken Tikka Roll & Chutney (Bendakaya),Andhra Pradesh,Snack,281,23.9,38.4,8.7,Non-Veg
Chicken Tikka Roll & Chutney (Vellarikai),Tamil Nadu,Snack,299,39.3,47.8,9.9,Non-Veg
Keema Samosa Rolls,Delhi,Snack,284,35.3,43.2,9.8,Non-Veg
Egg Pakora & Chutney (Phagshapa),Sikkim,Snack,307,31.2,43.8,8.4,Non-Veg
Himachal Pradesh Keema Samosa Chaat,Himachal Pradesh,Snack,178,27.0,27.6,6.3,Non-Veg
